grp,x,y
1,2.0874440551184605,2.8007549977722306
1,2.493327669301369,3.097768047477585
1,0.8828799029487127,2.103167063606305
1,1.8913254729896825,1.6525170794442978
1,3.964372341027617,1.716841538247042
1,0.4910627396270182,0.7047683695288651
1,3.443429383410705,3.2954146694837756
1,2.3626111894834696,0.3978694860435896
1,-0.14710175336975828,1.1875299558538464
1,2.149613987024625,1.5726261019262653
1,1.6329111189428622,0.016915800986812446
1,1.6489704743337266,2.9555948411665716
1,2.735364272977401,2.7683863619139526
1,1.9564437916403579,0.18906316388760502
1,2.223901040216855,2.641270806924374
1,1.8041897828755504,1.7739798925545758
1,1.0052675678519138,1.614804208107756
1,2.0407468323683067,2.3741549502525636
1,0.61990399093104,3.2623790323933513
1,2.2868398732707376,1.6951428459233846
1,2.4438211346829255,3.6357784970806044
1,1.9508841859092776,2.91578555721225
1,2.1474207290597755,1.840995680217876
1,2.121549364966775,2.6050488866945436
1,2.336377824801816,1.265488784260337
1,3.0138160501694915,3.7476593266214824
1,3.0072171260210414,2.441959254429014
1,1.2191528224305581,2.7654852286883616
1,1.3278879592801291,2.712324544457488
1,1.838875928678522,1.2882535444442738
1,2.3467379499006955,1.9621541675017995
1,2.7584200071930987,1.8661180072969967
1,0.907304004662407,3.0091377655088243
1,1.749394247885874,2.9131375106989075
1,2.45641900140733,0.3730281290139841
1,2.140647962010011,2.4930803280631975
1,1.987546681233828,2.544506873061361
1,1.647086863479283,1.3685108446711225
1,0.6707595313137429,2.0483708902544735
1,0.9648809617154834,2.2256886700839735
1,1.1730425580264978,1.2114564723536556
1,0.045124696941193365,1.7810158506331157
1,2.4124560759899043,2.5204991204155816
1,1.5709523867401036,0.3569411248319947
1,-0.4326670663373635,2.598981189232948
1,3.706882414762436,2.94615097510372
1,0.5807702073778667,0.8378534019080659
1,1.810959474087777,2.705417845611565
1,1.4750800167155114,0.9166837433026089
1,2.470877121705319,1.0167229245665927
0,7.230933327488021,1.6279604512612345
0,5.202990110686454,1.0317732167794276
0,6.465908819602335,-0.8942369080154098
0,6.898465975351294,1.2043195975461967
0,6.34880160478331,2.5221907199987146
0,6.1614408726519745,1.9075940485632905
0,6.755946473794727,0.9695659440707272
0,7.0193342197783295,0.7328159605334199
0,7.280972334995258,2.1116254078094086
0,7.0366641282587805,2.715200506482948
0,8.077728944301414,2.240218406770566
0,5.761742257088982,2.3676000140307822
0,5.012750994071956,3.888757608071354
0,7.55363883046623,1.9255532092319054
0,5.3842033472485955,1.6589430798000184
0,6.102684732762844,0.9627403049141035
0,6.899440826634859,2.500290745456684
0,5.317814001857887,2.745488699888666
0,6.27605028200898,3.200087988450124
0,5.154691020990073,0.6169733069682324
0,6.314920852222398,2.2145171289892964
0,6.528113704424889,1.9443104633801522
0,6.025384724818017,2.7994581336404663
0,5.3419540752120955,-0.6846285683769531
0,4.740773467943343,1.5267963072949797
0,5.128328170739759,0.8540815381858313
0,4.566015189369809,0.6785724554794728
0,5.470347984543427,3.036958544649411
0,5.990592253509491,3.9564741998569186
0,5.608366660901828,1.7324419156836564
0,5.41879142355554,2.651566144817013
0,4.035877192603697,0.6414018220212581
0,5.195298393536827,2.2448125847412213
0,5.053041709627687,4.7700888462455024
0,7.118897064462235,1.8591249358665882
0,5.769231261369608,1.1450325532686931
0,6.445352044516146,2.2527394469156956
0,7.246736933711214,1.4357222574777184
0,7.01591038202928,3.8012570145599747
0,5.900741411457626,1.7781504454746597
0,6.527671224822186,2.100650419790826
0,6.761264373466471,3.288296726837464
0,7.164317264323127,1.4208453105614915
0,6.653025401623047,1.6518439953020778
0,5.227727592978083,1.0202770372508463
0,7.580286114138298,2.947946977475443
0,7.656811067346148,0.20128853562511373
0,7.567235455357987,1.4849386998564882
0,3.4675997693532614,3.7688228852210797
0,5.051070699090299,2.1334412591247487
1,13.804912625322114,1.5638357314306819
1,9.548111104969985,2.6953568404821473
1,9.899353716296359,2.086438335056194
1,10.292369924877049,2.759915173938196
1,9.936422071822877,1.8559116764177062
1,9.54200935216012,0.7085758943299942
1,9.830103381241626,1.9310017681683638
1,10.661124022959372,2.5399396429818886
1,10.175409380825924,3.798318699834681
1,9.012370984652122,3.872995568889037
1,10.515251396540334,3.0166209189396436
1,10.771184429699314,1.5612546459854348
1,9.287129020109777,1.3731422612356297
1,8.656415731183804,1.6196663743416027
1,9.494096197517159,-0.1260050362468581
1,10.902670481340154,2.4117399626217324
1,10.288710703623353,1.4720776883777371
1,10.420838504374618,3.7601022263762975
1,11.091364579455279,2.6121429596312007
1,10.36778524197525,1.5155312913176535
1,9.096272286754093,1.9362423041550112
1,10.044349372990371,2.2539654511065783
1,10.243151265745615,2.606375852245261
1,9.247135149032653,1.7590507051506776
1,9.920488990559466,1.382815235610261
1,9.313850341424818,1.5105406069402783
1,8.886312086518362,-0.8308581850539603
1,8.387133291136836,2.4119769386488463
1,11.030947915886857,1.5635505672780659
1,9.09854127100182,1.4729129049356435
1,8.282673301253537,0.8307130388257178
1,10.457380589965759,2.1821551666066585
1,6.96143255711759,0.5516010482352298
1,10.461706670946267,2.7081997855609523
1,9.6228858647324,1.4714725592283395
1,10.006230685697927,3.3746734295014638
1,9.245789483507885,1.830794947492461
1,10.132219756737129,2.5702796405051265
1,9.196685125334064,2.6853872991732097
1,10.14792205198695,1.5238261509728908
1,9.27962021185031,2.018457642113244
1,10.137708207957685,2.058929326267971
1,8.988942642800993,1.274781583895141
1,10.264189256335115,2.9622596924429043
1,8.803213251259823,1.948919797460111
1,7.446445293390595,1.0990092567681016
1,10.897077022937932,0.6364845645384385
1,11.32271644391166,1.0461418105714975
1,10.94392717039798,1.0027085273437781
1,9.172121442136605,2.5743873563465813
0,13.327415761655546,0.7131115908714536
0,14.706866865741203,0.7791894451643697
0,13.503950675309335,1.5825901769185204
0,12.241524440724634,1.0328066295709266
0,14.671890671302606,0.28566733739008643
0,14.165707003903696,2.4885025912879746
0,13.691659887958446,2.44053512722462
0,15.439424308704941,0.6867753295235073
0,14.00312928972956,2.26773784938842
0,11.907273629293366,2.1637233962688174
0,13.261211901887584,1.41102342461283
0,16.624339888697108,2.7129248698056143
0,13.669140455345357,3.3075661263562313
0,15.46845071351483,0.7409645954796018
0,12.925563191589507,0.4571565439292091
0,15.339054630913548,1.83801075316479
0,14.03834942892367,2.0539977181515083
0,14.379534711058868,1.1732050752223437
0,14.218200328454115,0.9115496838989825
0,15.591884435255217,1.690965142572932
0,14.843175097015333,0.8399347915959277
0,12.76704706119467,1.6061203019905128
0,13.702614197457464,1.430358265454915
0,11.686704599345347,4.443982163438209
0,13.615004937496781,0.014856340812106739
0,14.282016710660411,1.9853468439096835
0,13.789818678108938,2.621995501297335
0,14.96332458560312,0.3949587138105797
0,13.78806628247705,1.4679672065150253
0,13.187085862977083,3.9448829551818276
0,14.318393768543773,1.7514114278337465
0,14.17633736789941,3.7910715378313764
0,13.65995658994053,1.71612086412751
0,14.311799052363966,1.0428644196381542
0,11.785272555981718,0.741882524510165
0,15.952051531810566,0.9973232935550311
0,14.40975027970871,2.383420372213834
0,16.518656092052574,3.183090399124257
0,11.724003915361225,1.7104464759353804
0,15.887836024040475,2.6068119137320576
0,13.086093898936713,3.328146486849622
0,14.268302341851124,1.55637701925279
0,15.18385691388575,3.3616376736800206
0,14.309960480183287,1.9592959771056688
0,13.566213240333909,1.610167950376987
0,12.847663591140943,0.612550036173521
0,13.796454555416535,2.648830418949366
0,14.48391399532217,2.501479886519189
0,14.844311921983383,1.7771327541218405
0,14.406606056383223,1.950851200905539
